and that's one of the only people I highly dislike,anger
actually thats the only person I highly dislike,anger
I mean I have my reason to dislike someone and you shouldnt question them cuz you arent me and you dont know and just stop,anger
cuz I hate tryin to prove myself to everyone,anger
I consider myself a nice person and I should have the right to dislike some people,anger
I give everyone a fair chance I think,surprise
Then I guess my head slammed into the window behind me and I fell on the floor,surprise
It's because of thing called vasovagal syncope and was triggered because I have a kidney infection that was making me dehydrated and nauseous,sadness
I hope I can at least pass out sometime when it's sweet like when I'm driving or operating heavy machinery,joy
I did not climb very high up but was not bad either,anger
I spent my national day like I always do at home to watch the national parade,fear
My school choir was taking part and I saw them too,joy
I love the song Absolutely Everybody ever since the parade,joy
Well I'll try to write more often,anger
I guess it's a lot more involved than I had thought,surprise
After that I had pretty much decided that it was giving up time,joy
I guess that made me feel a little bit more at ease,surprise
My change was exact down to the last penny what a relief that was for me lol,fear
But it was wasn't so bad since I got to hang out with Lauren the night before :]To make this somewhat shorter,anger
My charges were50 short but apparently that's not a horrible thing,anger
HORRIBLE,anger
It's a bit more satisfying this time than most since I'm now past the second of the three major problem classes I identified when I first got back into school,sadness
I assume until proven otherwise that I ought to be able to excel at the highest level at most things so a top grade in all of my classes was always the goal from day 1,joy
However there are several things I know full well I've been between mediocre and bad at in the past- theoretical math foreign languages public speaking,anger
So far that's turned out to be little problem- I believe I got perhaps 4 questions wrong over 5 or 6 tests in all of stats and secured an A easily in Speech,sadness
What's more I could tell the subjects themselves were coming to me much easier than they did say 5 years ago- so it wasn't simply a matter of more lax evaluation,sadness
None of this is really an achievement of course but it is nice to know that I seem to be improving in areas which were previously more difficult,joy
I dislike the idea of having gaps in my ability; it's the same need for balance that leads to me trying to further develop my natural cross-handedness into ambidexterity,anger
I've always been aware that I excelled verbally at potentially the highest level and so I was best served by following and developing that side of my talents; but I refuse to allow that pursuit and development to leave me lopsided or with deficiencies in other areas,joy
